World Rank	Institution	Location	National Rank	Education Rank	Employability Rank	Faculty Rank	Research Rank	Score
478	University of Alabama - Tuscaloosa	USA	136	467	223	-	491	74.4
479	Rush University	USA	137	-	-	-	449	74.4
480	University College Cork	Ireland	3	-	978	-	452	74.4
481	University of Catania	Italy	22	453	-	-	453	74.4
482	University of Hawaii at Manoa	USA	138	337	1076	-	455	74.4
483	Oklahoma State University	USA	139	-	430	-	473	74.4
484	Savoie Mont Blanc University	France	27	-	-	-	456	74.3
485	University of Surrey	United Kingdom	37	305	434	-	478	74.3
486	Chulalongkorn University	Thailand	1	-	113	-	577	74.3
487	University of Modena and Reggio Emilia	Italy	23	-	997	-	460	74.3
488	University of Bordeaux	France	28	-	1332	-	458	74.3
489	University of Tromsø – The Arctic University of Norway	Norway	4	-	-	-	459	74.3
490	Bar-Ilan University	Israel	6	-	822	-	464	74.3
491	China University of Geosciences	China	40	-	1040	-	461	74.3
492	University of Ferrara	Italy	24	-	-	-	462	74.3
493	Leibniz University Hannover	Germany	35	-	899	-	465	74.2
494	Florida International University	USA	140	-	1262	-	463	74.2
495	AgroParisTech	France	29	496	547	-	481	74.2
496	University of Rostock	Germany	36	520	-	-	467	74.2
497	National Yang-Ming University	Taiwan	5	-	-	-	469	74.2
498	University of Oviedo	Spain	16	-	958	-	471	74.2
499	Shanghai University	China	41	-	955	-	472	74.2
500	Mahidol University	Thailand	2	-	-	-	474	74.2
501	University of Bremen	Germany	37	-	-	-	475	74.2
502	University of Tartu	Estonia	1	521	-	-	476	74.1
503	Ewha Womans University	South Korea	13	-	-	-	477	74.1
504	Institute of Cancer Research, University of London	United Kingdom	38	-	-	-	480	74.1
505	Baylor University	USA	141	-	361	-	498	74.1
506	University of Wisconsin–Milwaukee	USA	142	319	405	-	495	74.1
507	Beijing University of Chemical Technology	China	42	-	1266	-	483	74.1
508	University of Iceland	Iceland	1	-	-	-	482	74.1
509	Flinders University	Australia	19	356	-	-	485	74.1
510	University of Potsdam	Germany	38	-	-	-	484	74.1
511	Royal Holloway, University of London	United Kingdom	39	295	850	185	555	74.1
512	University of Zagreb	Croatia	1	-	1461	-	486	74.0
513	University of South Australia	Australia	20	-	439	-	496	74.0
514	Clemson University	USA	143	-	934	-	489	74.0
515	Georgia State University	USA	144	-	633	-	493	74.0
516	Western Sydney University	Australia	21	-	-	-	488	74.0
517	Scuola Normale Superiore di Pisa	Italy	25	91	-	206	592	74.0
518	University of Nice Sophia Antipolis	France	30	-	-	-	490	74.0
519	Syracuse University	USA	145	355	231	-	536	74.0
520	Bocconi University	Italy	26	-	42	197	1072	74.0
521	Technical University of Dortmund	Germany	39	-	-	-	492	74.0
522	Medical University of Innsbruck	Austria	5	-	-	-	494	73.9
523	Indian Institute of Management Ahmedabad	India	2	354	22	-	-	73.9
524	San Diego State University	USA	146	-	435	-	510	73.9
525	Brigham Young University	USA	147	361	873	-	497	73.9
526	Nanjing University of Science and Technology	China	43	-	613	-	504	73.9
527	University of Arkansas - Fayetteville	USA	148	329	389	-	519	73.9
528	College of William & Mary	USA	149	-	89	-	681	73.9
529	La Trobe University	Australia	22	-	1204	-	499	73.9
530	Chiba University	Japan	16	-	-	-	500	73.9
531	University of Verona	Italy	27	-	-	-	501	73.8
532	NOVA University of Lisbon	Portugal	4	-	-	-	502	73.8
533	Wuhan University of Technology	China	44	-	1011	-	506	73.8
534	National Central University	Taiwan	6	-	-	-	503	73.8
535	Ulsan National Institute of Science and Technology	South Korea	14	-	-	-	505	73.8
536	Cairo University	Egypt	1	-	1095	-	507	73.8
537	University of Tehran	Iran	2	330	-	-	509	73.8
538	Chang Gung University	Taiwan	7	-	-	-	508	73.8
539	Moscow Institute of Physics and Technology	Russia	2	63	532	-	655	73.8
540	Nanjing Agricultural University	China	45	-	-	-	511	73.8
541	University of Sherbrooke	Canada	20	-	1023	-	513	73.8
542	Bielefeld University	Germany	40	-	-	-	512	73.7
543	Swansea University	United Kingdom	40	-	1121	-	516	73.7
544	Federal University of São Paulo	Brazil	7	-	-	-	514	73.7
545	University of Nantes	France	31	-	-	-	515	73.7
546	Masaryk University	Czech Republic	2	-	-	-	517	73.7
547	Huazhong Agricultural University	China	46	-	-	-	518	73.7
548	Indian Institute of Technology Delhi	India	3	-	102	-	680	73.7
549	Northwestern Polytechnical University	China	47	-	690	-	521	73.7
550	Toulouse INP	France	32	-	217	-	579	73.7
551	Utah State University	USA	150	318	761	-	525	73.7
552	RMIT University	Australia	23	-	1020	-	523	73.6
553	St George's, University of London	United Kingdom	41	-	-	-	522	73.6
554	Nanjing University of Aeronautics and Astronautics	China	48	-	1271	-	524	73.6
555	National Technical University of Athens	Greece	3	411	735	-	534	73.6
556	University of Pretoria	South Africa	5	-	707	-	537	73.6
557	University of Maine, Orono	USA	151	-	-	62	886	73.6
558	Konkuk University	South Korea	15	-	909	-	531	73.6
559	Tata Institute of Fundamental Research	India	4	-	-	-	526	73.6
560	Saint Petersburg University	Russia	3	194	428	-	560	73.6
561	Carleton University	Canada	21	-	1171	-	529	73.6
562	University of Salerno	Italy	28	-	-	-	527	73.5
563	University of Palermo	Italy	29	-	-	-	528	73.5
564	University of Nebraska Medical Center	USA	152	-	-	-	530	73.5
565	Polytechnic University of Madrid	Spain	17	427	589	-	545	73.5
566	National University of Ireland, Galway	Ireland	4	418	1372	-	532	73.5
567	University of Plymouth	United Kingdom	42	-	1400	-	533	73.5
568	University of Jyväskylä	Finland	7	-	1356	-	535	73.5
569	University of Texas at Arlington	USA	153	-	1031	-	538	73.5
570	Medical University of Graz	Austria	6	-	-	-	539	73.5
571	University of Wyoming	USA	154	-	603	-	548	73.5
572	Palacký University Olomouc	Czech Republic	3	-	-	-	540	73.5
573	Nanjing Medical University	China	49	-	-	-	541	73.4
574	University of Texas Medical Branch	USA	155	-	-	-	542	73.4
575	Concordia University	Canada	22	482	276	-	581	73.4
576	University of Bayreuth	Germany	41	-	1339	-	544	73.4
577	China Medical University, Taiwan	Taiwan	8	-	-	-	546	73.4
578	Tehran University of Medical Sciences	Iran	3	-	-	-	547	73.4
579	University of Burgundy	France	33	221	-	-	552	73.4
580	University of St.Gallen	Switzerland	8	-	28	-	1612	73.4
581	University of La Laguna	Spain	18	-	-	-	549	73.4
582	Middle East Technical University	Turkey	1	-	304	-	583	73.4
583	University of New Hampshire	USA	156	-	506	-	564	73.3
584	Shenzhen University	China	50	-	767	-	553	73.3
585	Tokushima University	Japan	17	37	914	-	859	73.3
586	University of Konstanz	Germany	42	-	-	-	550	73.3
587	Indian Institute of Technology Bombay	India	5	-	611	-	558	73.3
588	Zhengzhou University	China	51	-	1008	-	551	73.3
589	Polytechnic University of Turin	Italy	30	-	801	-	554	73.3
590	Loyola University Chicago	USA	157	260	864	-	561	73.3
591	Osaka City University	Japan	18	58	517	-	714	73.3
592	Saarland University	Germany	43	-	531	-	572	73.3
593	University of Aveiro	Portugal	5	-	-	-	556	73.3
594	Brunel University London	United Kingdom	43	-	533	-	573	73.2
595	Tokyo Metropolitan University	Japan	19	76	941	-	656	73.2
596	National University of La Plata	Argentina	2	495	1337	-	557	73.2
597	National Chung Hsing University	Taiwan	9	-	266	-	602	73.2
598	Eötvös Loránd University	Hungary	1	399	-	-	559	73.2
599	Auburn University	USA	158	-	240	-	608	73.2
600	Indian Institute of Technology Madras	India	6	-	178	-	642	73.2
601	Northeastern University, China	China	52	-	459	-	580	73.2
602	Institut national des sciences appliquées de Lyon	France	34	-	-	-	562	73.2
603	SUNY Downstate Medical Center	USA	159	-	-	96	841	73.2
604	Xidian University	China	53	-	1185	-	563	73.2
605	Tokyo Medical and Dental University	Japan	20	-	-	-	565	73.1
606	Memorial University of Newfoundland	Canada	23	-	734	-	570	73.1
607	Massey University	New Zealand	4	-	936	-	567	73.1
608	University of Delhi	India	7	461	133	-	679	73.1
609	University of Udine	Italy	31	-	-	-	566	73.1
610	Novosibirsk State University	Russia	4	307	1274	-	571	73.1
611	Fuzhou University	China	54	-	731	-	576	73.1
612	Kitasato University	Japan	21	-	-	86	874	73.1
613	University of Crete	Greece	4	-	-	-	568	73.1
614	University of Cagliari	Italy	32	-	-	-	569	73.1
615	Sharif University of Technology	Iran	4	262	-	-	578	73.1
616	University of Minho	Portugal	6	-	-	-	575	73.0
617	Tilburg University	Netherlands	13	-	364	-	598	73.0
618	Sciences Po	France	35	-	53	80	1869	73.0
619	Northwest A&F University	China	55	-	-	-	582	73.0
620	Inha University	South Korea	16	-	675	-	589	73.0
621	University of Missouri-Kansas City	USA	160	464	567	-	594	73.0
622	University of Haifa	Israel	7	-	968	-	584	73.0
623	China University of Petroleum	China	56	-	653	-	593	73.0
624	University of Québec at Montreal	Canada	24	-	857	-	588	73.0
625	University of Brescia	Italy	33	-	-	-	585	73.0
626	Chungnam National University	South Korea	17	-	-	-	586	73.0
627	University of Texas at San Antonio	USA	161	-	-	-	587	73.0
628	University of Ioannina	Greece	5	-	-	-	590	72.9
629	Nanjing Tech University	China	57	-	-	-	591	72.9
630	Shinshu University	Japan	22	-	1322	-	595	72.9
631	Rio de Janeiro State University	Brazil	8	-	1414	-	596	72.9
632	University of Oklahoma Health Sciences Center	USA	162	270	-	-	603	72.9
633	Second Military Medical University	China	58	-	-	-	597	72.9
634	University of Nevada, Reno	USA	163	-	993	-	601	72.9
635	University of Calabria	Italy	34	-	-	-	599	72.9
636	Loughborough University	United Kingdom	44	-	-	-	600	72.9
637	Mississippi State University	USA	164	239	365	-	639	72.9
638	Montana State University - Bozeman	USA	165	493	1207	-	604	72.9
639	Kanazawa University	Japan	23	-	615	-	611	72.8
640	Jiangnan University	China	59	-	1413	-	605	72.8
641	National Polytechnic Institute	Mexico	2	-	-	-	606	72.8
642	University of Maryland, Baltimore County	USA	166	-	-	207	666	72.8
643	Semmelweis University	Hungary	2	-	-	-	607	72.8
644	Istanbul University	Turkey	2	389	1032	-	610	72.8
645	Hacettepe University	Turkey	3	-	-	-	609	72.8
646	Chung-Ang University	South Korea	18	-	1055	-	612	72.8
647	Yokohama City University	Japan	24	-	201	-	682	72.8
648	Catholic University of Korea	South Korea	19	-	-	-	613	72.8
649	American University of Beirut	Lebanon	1	145	174	-	726	72.8
650	King Fahd University of Petroleum and Minerals	Saudi Arabia	4	-	116	-	773	72.8
651	Comenius University in Bratislava	Slovak Republic	1	-	-	-	614	72.7
652	Czech Technical University in Prague	Czech Republic	4	481	-	-	615	72.7
653	Chonbuk National University	South Korea	20	-	-	-	616	72.7
654	Tokyo University of Science	Japan	25	166	1223	-	631	72.7
655	University of Salamanca	Spain	19	-	928	-	617	72.7
656	Heriot-Watt University	United Kingdom	45	-	481	-	637	72.7
657	Victoria University of Wellington	New Zealand	5	381	678	-	623	72.7
658	University of Alaska Fairbanks	USA	167	398	697	-	625	72.7
659	Southwest University	China	60	462	1351	-	619	72.7
660	Jinan University	China	61	-	598	-	633	72.7
661	Central China Normal University	China	62	-	1161	-	621	72.7
662	Federal University of Santa Catarina	Brazil	9	-	-	-	620	72.7
663	Otto von Guericke University Magdeburg	Germany	44	-	-	-	622	72.6
664	Niigata University	Japan	26	-	674	-	632	72.6
665	University of Kent	United Kingdom	46	-	749	-	627	72.6
666	University of Lübeck	Germany	45	-	-	-	624	72.6
667	University of North Texas, Denton	USA	168	-	893	-	630	72.6
668	Gwangju Institute of Science and Technology	South Korea	21	-	-	-	626	72.6
669	Northeast Normal University	China	63	-	-	-	628	72.6
670	Montpellier SupAgro	France	36	-	-	-	629	72.6
671	École Pratique des Hautes Études	France	37	43	-	-	916	72.6
672	University of Massachusetts Boston	USA	169	-	1057	147	799	72.6
673	AGH University of Science and Technology	Poland	3	-	752	-	640	72.6
674	Indian Institute of Technology Kharagpur	India	8	-	464	-	651	72.6
675	University of Campania Luigi Vanvitelli	Italy	35	-	-	-	634	72.5
676	Hong Kong Baptist University	Hong Kong	6	-	1321	-	635	72.5
677	Taipei Medical University	Taiwan	10	-	-	-	636	72.5
678	University of Graz	Austria	7	509	1079	228	670	72.5
679	Swinburne University of Technology	Australia	24	-	-	-	638	72.5
680	École centrale de Lille	France	38	-	85	-	908	72.5
681	Ohio University	USA	170	220	337	-	686	72.5
682	University of Eastern Piedmont	Italy	36	-	-	-	641	72.5
683	Ankara University	Turkey	4	-	700	-	647	72.5
684	ESPCI Paris	France	39	425	-	190	718	72.5
685	Technical University of Braunschweig	Germany	46	335	1108	-	645	72.5
686	University of Málaga	Spain	20	-	-	-	643	72.5
687	Augusta University	USA	171	-	-	-	644	72.4
688	University of Science, Malaysia	Malaysia	2	-	-	-	646	72.4
689	Ocean University of China	China	64	-	1305	-	648	72.4
690	University of Vigo	Spain	21	-	-	-	649	72.4
691	University of Arkansas for Medical Sciences	USA	172	-	-	-	650	72.4
692	University of Szeged	Hungary	3	-	-	236	677	72.4
693	Kent State University	USA	173	-	-	-	652	72.4
694	Birkbeck, University of London	United Kingdom	47	284	-	165	796	72.4
695	University of Fribourg	Switzerland	9	-	338	-	690	72.4
696	International School for Advanced Studies	Italy	37	-	-	-	654	72.4
697	University of Idaho	USA	174	-	-	-	657	72.4
698	Kumamoto University	Japan	27	-	614	-	667	72.4
699	University of Salento	Italy	38	-	-	-	658	72.4
700	Boğaziçi University	Turkey	5	-	677	-	664	72.3
701	University of Cantabria	Spain	22	-	1348	-	659	72.3
702	Istanbul Technical University	Turkey	6	-	768	-	660	72.3
703	Vilnius University	Lithuania	1	-	-	-	661	72.3
704	Aberystwyth University	United Kingdom	48	-	823	170	802	72.3
705	University of Girona	Spain	23	-	-	-	662	72.3
706	University of Castilla–La Mancha	Spain	24	-	-	-	663	72.3
707	Wesleyan University	USA	175	172	43	-	1411	72.3
708	University of Angers	France	40	-	-	-	665	72.3
709	Ajou University	South Korea	22	-	931	-	668	72.3
710	Jawaharlal Nehru Centre for Advanced Scientific Research	India	9	-	-	95	1000	72.3
711	Renmin University of China	China	65	-	119	-	847	72.3
712	Getúlio Vargas Foundation	Brazil	10	-	31	-	-	72.2
713	Paris 13 University	France	41	-	-	-	671	72.2
714	Donghua University	China	66	-	1277	-	672	72.2
715	Télécom ParisTech	France	42	-	54	-	1165	72.2
716	Nanjing Normal University	China	67	-	987	-	673	72.2
717	Roma Tre University	Italy	39	-	-	-	675	72.2
718	National Sun Yat-sen University	Taiwan	11	-	-	-	678	72.2
719	University of Greifswald	Germany	47	-	-	244	684	72.2
720	University of Montana	USA	176	200	-	-	694	72.2
721	Jiangsu University	China	68	-	1298	-	683	72.2
722	University of Toledo	USA	177	-	-	-	685	72.2
723	Beijing Jiaotong University	China	69	-	1396	-	687	72.2
724	University of Debrecen	Hungary	4	-	-	-	688	72.2
725	University of Denver	USA	178	-	158	-	821	72.1
726	National Research Nuclear University MEPhI	Russia	5	456	-	-	689	72.1
727	Graz University of Technology	Austria	8	-	-	-	691	72.1
728	Kangwon National University	South Korea	23	-	1438	-	692	72.1
729	Warsaw University of Technology	Poland	4	469	1085	-	695	72.1
730	University of the Balearic Islands	Spain	25	-	-	-	693	72.1
731	All India Institute of Medical Sciences, New Delhi	India	10	-	-	-	696	72.1
732	Miami University	USA	179	-	121	-	867	72.1
733	Marche Polytechnic University	Italy	40	-	-	-	697	72.1
734	Southern Medical University	China	70	-	-	-	698	72.1
735	University of Murcia	Spain	26	-	-	-	699	72.1
736	University of Essex	United Kingdom	49	422	620	-	705	72.1
737	Kindai University	Japan	28	-	-	-	700	72.1
738	Yeungnam University	South Korea	24	-	386	-	730	72.0
739	Open University, UK	United Kingdom	50	-	1471	-	701	72.0
740	North China Electric Power University	China	71	-	463	-	716	72.0
741	Nagasaki University	Japan	29	309	230	-	775	72.0
742	Beijing University of Technology	China	72	-	-	-	702	72.0
743	Bangor University	United Kingdom	51	167	870	-	717	72.0
744	Air Force Medical University	China	73	-	-	-	703	72.0
745	Nanjing University of Information Science and Technology	China	74	-	-	-	704	72.0
746	Norwegian School of Economics	Norway	5	371	37	-	1989	72.0
747	Örebro University	Sweden	12	-	841	-	707	72.0
748	Isfahan University of Technology	Iran	5	-	-	-	706	72.0
749	National University of Defense Technology	China	75	-	1361	-	708	72.0
750	University of Patras	Greece	6	-	-	-	709	72.0
751	University of Cyprus	Cyprus	1	-	-	-	710	71.9
752	University Paris-Est Créteil	France	43	-	804	-	713	71.9
753	Binghamton University	USA	180	245	392	-	763	71.9
754	Federal University of Paraná	Brazil	11	-	1205	-	712	71.9
755	Tianjin Medical University	China	76	-	-	-	711	71.9
756	University of North Carolina at Charlotte	USA	181	-	542	-	732	71.9
757	Gyeongsang National University	South Korea	25	-	-	-	715	71.9
758	Norwegian University of Life Sciences	Norway	6	-	985	-	719	71.9
759	Hasselt University	Belgium	8	-	575	-	739	71.9
760	University of Louisiana at Lafayette	USA	182	-	-	-	720	71.9
761	University of Johannesburg	South Africa	6	-	999	-	722	71.9
762	University of Split	Croatia	2	-	-	-	721	71.9
763	University of Rhode Island	USA	183	-	477	-	753	71.9
764	Graduate University for Advanced Studies	Japan	30	-	-	-	723	71.8
765	South China Normal University	China	77	-	1005	-	727	71.8
766	University of Akron	USA	184	-	723	-	736	71.8
767	University of Wuppertal	Germany	48	-	-	-	724	71.8
768	Kaohsiung Medical University	Taiwan	12	-	-	-	725	71.8
769	University of L'Aquila	Italy	41	-	-	-	728	71.8
770	Army Medical University	China	78	-	-	-	729	71.8
771	École normale supérieure Paris-Saclay	France	44	-	211	154	1018	71.8
772	Zhejiang University of Technology	China	79	-	1280	-	731	71.8
773	Southern Illinois University Carbondale	USA	185	-	1358	-	733	71.8
774	University of Natural Resources and Life Sciences, Vienna	Austria	9	-	-	-	734	71.8
775	Jean Monnet University	France	45	-	-	-	735	71.8
776	Nanjing University of Posts and Telecommunications	China	80	-	927	-	740	71.8
777	INSA Toulouse	France	46	-	576	-	756	71.8
778	Amirkabir University of Technology	Iran	6	-	-	-	737	71.7
779	University of Córdoba, Spain	Spain	27	-	-	-	738	71.7
780	Hefei University of Technology	China	81	-	732	-	746	71.7
781	National University of Colombia	Colombia	1	-	759	-	745	71.7
782	University of Nevada, Las Vegas	USA	186	-	1059	-	741	71.7
783	New Mexico State University	USA	187	342	810	-	749	71.7
784	National Taiwan University of Science and Technology	Taiwan	13	-	-	-	742	71.7
785	Uniformed Services University of the Health Sciences	USA	188	-	-	-	743	71.7
786	Carl von Ossietzky University of Oldenburg	Germany	49	-	-	-	744	71.7
787	Carlos III University of Madrid	Spain	28	-	-	-	747	71.7
788	Indian Institute of Technology Roorkee	India	11	-	277	-	812	71.7
789	Jaume I University	Spain	29	-	-	-	748	71.7
790	Old Dominion University	USA	189	-	-	-	750	71.7
791	Liverpool John Moores University	United Kingdom	52	-	-	-	752	71.7
792	University of Tours	France	47	191	-	-	765	71.6
793	Ain Shams University	Egypt	2	-	-	-	754	71.6
794	University of Concepción	Chile	3	-	-	-	755	71.6
795	Ege University	Turkey	7	-	-	-	757	71.6
796	National University of Malaysia, UKM	Malaysia	3	-	-	-	758	71.6
797	University of Orléans	France	48	-	1379	-	759	71.6
798	Putra University, Malaysia	Malaysia	4	-	1403	-	760	71.6
799	China University of Mining and Technology	China	82	-	883	-	764	71.6
800	Nanchang University	China	83	-	1295	-	762	71.6
801	University of the Andes, Colombia	Colombia	2	-	383	-	801	71.6
802	Tarbiat Modares University	Iran	7	-	-	-	761	71.6
803	Panjab University	India	12	433	587	-	779	71.6
804	Cranfield University	United Kingdom	53	-	149	-	919	71.6
805	Michigan Technological University	USA	190	452	1052	-	768	71.6
806	University of Portsmouth	United Kingdom	54	-	1009	-	770	71.5
807	Polytechnic University of Bari	Italy	42	-	-	-	766	71.5
808	University of Hohenheim	Germany	50	-	-	-	767	71.5
809	University of Windsor	Canada	25	-	169	-	894	71.5
810	Beijing University of Posts and Telecommunications	China	84	-	445	-	795	71.5
811	Juntendo University	Japan	31	-	-	-	769	71.5
812	Rutgers University–Newark	USA	191	-	994	-	774	71.5
813	University of Alicante	Spain	30	-	-	-	772	71.5
814	Northern Illinois University	USA	192	-	607	-	788	71.5
815	Swarthmore College	USA	193	26	253	-	1786	71.5
816	University of Mons	Belgium	9	-	-	-	776	71.5
817	Makerere University	Uganda	1	-	1451	-	777	71.5
818	University of Science and Technology, Korea	South Korea	26	-	-	-	778	71.5
819	Bucknell University	USA	194	-	47	-	1714	71.5
820	Quaid-i-Azam University	Pakistan	1	-	-	-	780	71.4
821	University of Messina	Italy	43	-	-	-	781	71.4
822	University of Macau	Macau	1	-	442	-	818	71.4
823	Banaras Hindu University	India	13	349	618	-	798	71.4
824	University of Brasília	Brazil	12	-	845	-	787	71.4
825	Nihon University	Japan	32	454	1220	-	783	71.4
826	University of Insubria	Italy	44	-	-	-	782	71.4
827	TU Kaiserslautern	Germany	51	-	1028	-	786	71.4
828	Keele University	United Kingdom	55	-	-	-	784	71.4
829	Shaanxi Normal University	China	85	-	-	-	785	71.4
830	Indian Institute of Technology Kanpur	India	14	-	579	-	809	71.4
831	Adam Mickiewicz University in Poznań	Poland	5	-	-	-	789	71.4
832	London Business School	United Kingdom	56	-	55	-	1468	71.4
833	Portland State University	USA	195	-	334	-	845	71.4
834	University of Western Brittany	France	49	-	-	-	790	71.3
835	Johannes Kepler University Linz	Austria	10	-	741	-	803	71.3
836	University of Alcalá	Spain	31	-	-	-	791	71.3
837	University of the Republic, Uruguay	Uruguay	1	-	1467	-	792	71.3
838	East Carolina University	USA	196	-	701	-	807	71.3
839	Paul Valéry University	France	50	-	-	-	793	71.3
840	Sejong University	South Korea	27	-	-	-	794	71.3
841	Gazi University	Turkey	8	-	1297	-	797	71.3
842	Yangzhou University	China	86	-	1457	-	800	71.3
843	Bilkent University	Turkey	9	-	812	-	810	71.3
844	Ryerson University	Canada	26	-	-	-	804	71.3
845	University of Brighton	United Kingdom	57	-	-	-	805	71.3
846	South China Agricultural University	China	87	-	1447	-	806	71.3
847	University of Siegen	Germany	52	-	1377	-	808	71.3
848	Tokyo University of Agriculture and Technology	Japan	33	-	-	-	811	71.3
849	Southwest Jiaotong University	China	88	-	797	-	820	71.2
850	University of California, Merced	USA	197	-	-	-	813	71.2
851	University of Extremadura	Spain	32	-	-	-	814	71.2
852	Aga Khan University	Pakistan	2	-	-	-	815	71.2
853	Northwest University, China	China	89	-	-	-	816	71.2
854	National University of Córdoba	Argentina	3	-	-	-	817	71.2
855	Harbin Engineering University	China	90	-	-	-	819	71.2
856	Colgate University	USA	198	-	45	-	1838	71.2
857	Osaka Prefecture University	Japan	34	-	563	-	842	71.2
858	Federal University of Pelotas	Brazil	13	-	-	-	822	71.2
859	University of Hyogo	Japan	35	-	-	131	1077	71.2
860	University of Stirling	United Kingdom	58	-	593	-	840	71.2
861	University of Picardie Jules Verne	France	51	-	-	-	823	71.2
862	Budapest University of Technology and Economics	Hungary	5	212	-	-	837	71.2
863	University of Poitiers	France	52	341	-	-	826	71.1
864	North Dakota State University	USA	199	267	1180	-	833	71.1
865	Medical University of Warsaw	Poland	6	-	-	-	824	71.1
866	China Medical University, PRC	China	91	-	-	-	825	71.1
867	University of Jinan	China	92	-	1296	-	828	71.1
868	Harbin Medical University	China	93	-	-	-	827	71.1
869	North-West University	South Africa	7	-	-	-	829	71.1
870	Shanxi University	China	94	-	1419	-	830	71.1
871	University of Valladolid	Spain	33	-	1182	-	831	71.1
872	University of Franche-Comté	France	53	440	-	-	834	71.1
873	Gachon University	South Korea	28	-	-	-	832	71.1
874	Chungbuk National University	South Korea	29	-	-	-	835	71.1
875	Oberlin College	USA	200	23	-	-	1999	71.1
876	International Institute for Management Development	Switzerland	10	-	34	-	-	71.1
877	Ehime University	Japan	36	-	951	-	839	71.1
878	University of Texas Rio Grande Valley	USA	201	-	-	-	836	71.0
879	National Research University Higher School of Economics	Russia	6	-	-	-	838	71.0
880	Federal University of Pernambuco	Brazil	14	-	1221	-	843	71.0
881	Babeș-Bolyai University	Romania	1	-	-	-	844	71.0
882	Shizuoka University	Japan	37	-	1133	131	1107	71.0
883	Belarusian State University	Belarus	1	-	-	-	846	71.0
884	City, University of London	United Kingdom	59	396	355	-	889	71.0
885	Paris-Dauphine University	France	54	199	193	168	1200	71.0
886	Dongguk University	South Korea	30	-	510	-	865	71.0
887	Ulster University	United Kingdom	60	-	-	-	848	71.0
888	Federal University of Viçosa	Brazil	15	-	-	-	849	71.0
889	Qingdao University	China	95	-	-	-	850	71.0
890	Federico Santa María Technical University	Chile	4	-	1215	-	851	71.0
891	Chongqing Medical University	China	96	-	-	-	852	71.0
892	Victoria University	Australia	25	-	-	-	853	71.0
893	College of the Holy Cross	USA	202	301	41	-	-	71.0
894	Missouri University of Science and Technology	USA	203	-	385	-	891	70.9
895	Wenzhou Medical University	China	97	-	-	-	854	70.9
896	Murdoch University	Australia	26	-	855	-	858	70.9
897	Mansoura University	Egypt	3	-	-	-	855	70.9
898	University of Caen Normandy	France	55	-	-	-	856	70.9
899	Chuo University	Japan	38	-	66	-	1479	70.9
900	Wroclaw Medical University	Poland	7	-	-	-	857	70.9
901	Medical University of Lodz	Poland	8	-	-	-	860	70.9
902	University of Limerick	Ireland	5	-	818	-	866	70.9
903	Northern Arizona University	USA	204	410	1062	-	861	70.9
904	Sogang University	South Korea	31	-	643	-	875	70.9
905	Shahid Beheshti University of Medical Sciences	Iran	8	-	-	-	862	70.9
906	Beijing Forestry University	China	98	-	-	-	863	70.9
907	Southern University of Science and Technology	China	99	-	-	-	864	70.9
908	Tunis El Manar University	Tunisia	1	-	-	-	868	70.9
909	Hohai University	China	100	-	1315	-	869	70.8
910	Federal University of Ceará	Brazil	16	-	1292	-	871	70.8
911	Inje University	South Korea	32	-	-	-	870	70.8
912	University of Memphis	USA	205	-	462	-	900	70.8
913	Ritsumeikan University	Japan	39	-	580	-	887	70.8
914	Yamagata University	Japan	40	-	-	-	872	70.8
915	Gifu University	Japan	41	-	780	-	880	70.8
916	Sofia University	Bulgaria	1	256	-	-	881	70.8
917	University POLITEHNICA of Bucharest	Romania	2	-	-	-	873	70.8
918	National Taiwan Normal University	Taiwan	14	-	1036	-	877	70.8
919	Benemérita Autonomous University of Puebla	Mexico	3	-	-	-	876	70.8
920	Miguel Hernández University of Elche	Spain	34	-	-	-	878	70.8
921	University of Hertfordshire	United Kingdom	61	-	-	-	879	70.8
922	Gabriele d’Annunzio University	Italy	45	-	-	-	882	70.8
923	Shandong First Medical University & Shandong Academy of Medical Sciences	China	101	-	-	-	883	70.8
924	Chiang Mai University	Thailand	3	-	1434	-	884	70.8
925	University of Basilicata	Italy	46	-	-	-	885	70.7
926	Federal University of Bahia	Brazil	17	-	1436	-	888	70.7
927	University of Sassari	Italy	47	-	-	-	890	70.7
928	University of Wrocław	Poland	9	510	1269	-	892	70.7
929	Wrocław University of Science and Technology	Poland	10	-	902	-	896	70.7
930	Tokai University	Japan	42	-	-	-	893	70.7
931	Fluminense Federal University	Brazil	18	-	913	-	898	70.7
932	Meijo University	Japan	43	-	-	79	1604	70.7
933	Medical University of Silesia	Poland	11	-	-	-	895	70.7
934	University of Seoul	South Korea	33	-	-	-	897	70.7
935	Iran University of Science and Technology	Iran	9	-	-	-	899	70.7
936	Kagoshima University	Japan	44	-	622	-	917	70.7
937	Gunma University	Japan	45	-	-	-	901	70.7
938	Federal University of São Carlos	Brazil	19	-	-	-	902	70.7
939	University of Luxembourg	Luxembourg	1	-	-	-	903	70.7
940	Babson College	USA	206	-	40	-	-	70.6
941	University of Upper Alsace	France	56	-	-	-	904	70.6
942	Villanova University	USA	207	347	135	-	1101	70.6
943	Rochester Institute of Technology	USA	208	-	974	-	909	70.6
944	Tokyo Women's Medical University	Japan	46	-	-	-	905	70.6
945	Rouen Normandy University	France	57	515	-	-	906	70.6
946	Çukurova University	Turkey	10	-	-	-	907	70.6
